id,predicted_price
2591820310,426537.67327017314
7974200820,810262.7243496866
7701450110,950001.1912708589
9522300010,1368096.070073086
9510861140,692234.5043847845
1761300310,303535.99535738997
7732410120,599998.3625968985
7010701383,611031.5658142291
291310170,434849.41699982516
4232901990,503045.079624298
6840701125,656252.7507541545
3971700580,351247.6596751068
4202400078,411683.8909466133
6064800090,362256.02729528816
2626119028,236630.59904053152
3303980660,1154095.8095438175
862000020,378525.02001802163
2386000070,888514.8029677778
1138000450,287604.8195207053
1775800420,398282.2408390255
2291401425,355733.237665336
2025770560,1517273.9505610475
3525069037,648498.6301949518
9324800450,607906.2950293837
8080400136,471179.8587295003
8651540040,426996.3845939902
9407001790,248246.4096447163
1773101530,154521.33312258407
9432900250,428409.08827739704
1794500695,440859.7836291908
2220069003,363963.4138972133
923000120,470623.36775884556
5728000060,408714.3760736296
16000200,313985.022232775
1926059094,480449.00609514053
6672900220,792820.4120368073
3629860060,896317.4601039957
1822069109,501280.3350241485
6675500105,341796.2156864092
249000180,1277886.8199073607
226059065,438205.3294392878
396100110,257156.9003749661
9264450460,492609.12403375556
7853361210,378913.1339084635
9474700020,249025.10295876215
421000455,253308.41660947478
3755200220,309148.50399502204
7960100075,508910.48213994445
9477100490,304321.2551588298
9138100350,519157.62863039336
1624049275,336546.0744571053
2770606890,365227.1421241257
1157200189,660527.9675056305
2770601800,406430.89404851024
9301300805,419693.5512241795
2325069032,1484184.5740447736
1021079099,420426.8401266058
7215730040,668097.1491381525
1853200080,457907.2207119435
3224600340,548705.9129292809
3222049120,523615.5603380643
2113700025,443246.9120214204
7893207925,258883.74043404483
3586501085,484365.99685099535
8024200010,355976.28004298103
7116500705,227274.54384908895
1598600209,457731.4071645909
7204200025,891402.3764581637
4206901505,481855.7093279454
2937300440,826584.0945529995
7205000180,484867.03881565476
8718500665,361269.36632852524
5318101765,608612.0851573346
4122700020,631642.1739219389
8078700020,522722.85571116203
3303980680,898235.737204496
8924100372,1027336.8982511897
2781270210,260967.13415572039
519000043,442370.22944569646
3225069301,1899292.595632664
151000075,671244.7758249087
2297400020,377053.3452888882
6617500085,676338.4398673713
104510180,317981.8649203467
3528900060,917576.7386077
3345100286,506465.69493332383
1226039130,420383.91036065214
8712100720,566067.9607835839
3037200010,310542.41815853544
3626039268,368517.7625953988
104510230,315788.18935895764
5112800060,430621.76762107864
6072400280,584286.1519139024
5317100570,597604.7466476306
9528102993,522154.6401807602
2919201095,436251.19587390224
6181400920,335442.7778791377
185000161,308494.40795427875
8691400010,768653.7635960766
3345700165,531244.0285932798
6151800486,249848.7918300539
4340000080,854891.1752629877
4136960010,972195.1287415376
3634100030,359816.21253356605
1624059224,1058060.4675519627
2788400090,319284.4974315662
9828200762,406617.24109821994
7524400250,512299.8643836888
3528000290,682064.3431975394
5700003630,1710462.5012328662
2720069019,381377.33139551885
7227501170,264259.1403282091
2397101270,462444.18995747954
6792100090,579174.0514261941
2770602265,463787.857822183
3971700937,271360.84480821615
422049203,267082.0302465507
3076500830,322177.90632327064
1423400260,291148.42059060064
9161100795,363467.0933391434
3126049052,484536.28344909445
5100401468,313178.1540890381
514500235,314264.2583392493
1423200170,236978.79482926027
1402100070,512460.30288537184
624110020,905078.6222575413
2407000145,231540.04330632047
1890000225,613095.4508955786
1320069271,460218.0185054139
5490700085,304384.7050200933
263000155,322065.63255481585
3726800201,501102.58310939634
5153200358,414844.1128144443
2725079018,783970.9700312119
7165700200,355725.898914437
9429000170,430865.0567765918
8718500075,310394.3494926088
1760650950,345545.46291887574
1068000559,1084220.9311699546
4113800500,576183.0696433458
4077800507,447201.744239887
2725069150,754001.3446079715
4008400035,817323.7327995262
7016310270,391847.0734091056
1432701230,234272.16264232396
3278606050,418132.7610367194
2473350710,569479.9751395233
2185000685,181463.68915452648
7792000025,546202.2918515557
6868200029,432694.26372449193
624069003,608342.3683951601
7431500280,630832.8520208764
3296000040,496543.85276636767
1118001215,846255.7658984914
6453900040,750571.2106583577
333100209,548965.0104152529
34001765,723236.1329200023
8946700100,556653.4929078041
5561401210,797719.7405712932
6671900095,307075.94290340313
3275850020,567828.7357450888
3876300600,350021.58389878366
1450900020,297041.65025601257
8562780280,330783.5329973278
7663700973,322321.24247816816
2126049032,300229.36041875894
1823059159,193858.24555523353
3438503426,333868.75392288575
9297301495,524266.8161455951
7140700850,438709.6267767462
7942601805,696111.7485289973
2555900030,306231.34794410336
2887970040,459584.18577203806
7419700010,467287.1721404993
2239000011,303404.7675702248
9283800050,400091.88054366666
9407001340,272269.61635274714
217500140,496955.1573148334
7212660520,320424.87832699134
3298201170,221854.9601706271
3057000400,291628.128637066
6865200444,440378.9889213881
6071600340,438906.0448207282
6821600005,619947.6060667322
1235100371,604358.5439540639
7796450340,476826.4207449353
3603000410,261839.09982482812
9297300255,638369.121521785
9126100850,477574.05531719164
2770601462,461841.31019984564
2599001500,289886.52967366047
1102000095,796615.7645718186
1853080640,1118862.703729737
9551201585,811365.3486291786
3438500796,314269.37750892184
7518504291,524804.2070752871
9269200340,492220.6725519756
715010130,1730404.0759581537
1982201485,608616.5764748234
9526500080,440238.0221829976
9277200180,395065.44449438184
6669150280,371045.49472080107
8917100153,483498.4450549181
3760500516,1376907.9623747123
2725069050,1006493.3336766807
3332000091,359874.69099502894
8562770080,630518.1814308611
8151601190,269367.273581812
8563040160,491919.9068109054
240000269,1509509.209236523
4307350200,332354.43547504995
1311910300,401201.29534816404
3574900030,437836.3863656445
7853230570,391890.29368271783
320069049,436254.5519978147
9839301060,527341.610621332
7011201333,615711.3968457679
2781320100,353319.1013987092
3421069120,505254.92198076285
7852030320,451885.27844379435
5316101075,1427608.1430858062
5309100750,411629.28004557476
629000730,429549.76056943013
511700170,381201.35568157234
1562100030,367260.91628225445
2489200230,492229.03075232205
524069116,392290.27919704036
5315100737,755950.8816807631
1868900675,828896.2182490862
1608000120,460880.75617934
705700240,412629.5962840043
7575600610,463986.8306212323
1778500015,632381.9871336422
5423500240,306330.15210224007
6713700025,287544.26127838827
2734100734,386845.5935731712
301402280,315231.83600006043
2113700205,262622.425746597
4114601570,2542667.058864143
3332000615,372773.829790542
3630050180,396502.30573202414
6852700520,435955.80595024454
6870310010,627828.4372554332
6163900981,305874.75381872396
393000142,424237.5587141509
